UKPRN,Institution name,Main panel,UOA number,UOA name,Multiple submission name,Joint submission,Income source,2013-14,2014-15,2015-2020 (avg),2013-2020 (avg),2013-2020 (total)
10007783,University of Aberdeen,D,26,Modern Languages and Linguistics,,,UK-based charities (other),37701,24672,66139,56153,393072
10007783,University of Aberdeen,D,26,Modern Languages and Linguistics,,,"UK central government bodies/local authorities, health and hospital authorities",4861,11818,6971,7362,51534
10007783,University of Aberdeen,D,26,Modern Languages and Linguistics,,,UK central government tax credits for research and development expenditure,0,0,0,0,0
10007783,University of Aberdeen,D,26,Modern Languages and Linguistics,,,"UK industry, commerce and public corporations",928,1553,2852,2392,16744
10007783,University of Aberdeen,D,26,Modern Languages and Linguistics,,,UK other sources,-29,-142,337,216,1516
10007783,University of Aberdeen,D,26,Modern Languages and Linguistics,,,EU government bodies,0,0,457,326,2286
10007783,University of Aberdeen,D,26,Modern Languages and Linguistics,,,EU-based charities (open competitive process),0,0,0,0,0
10007783,University of Aberdeen,D,26,Modern Languages and Linguistics,,,"EU industry, commerce and public corporations",0,0,0,0,0
10007783,University of Aberdeen,D,26,Modern Languages and Linguistics,,,EU (excluding UK) other,0,0,0,0,0
10007783,University of Aberdeen,D,26,Modern Languages and Linguistics,,,Non-EU-based charities (open competitive process),0,0,0,0,0
10007783,University of Aberdeen,D,26,Modern Languages and Linguistics,,,Non-EU industry commerce and public corporations,0,0,0,0,0
10007783,University of Aberdeen,D,26,Modern Languages and Linguistics,,,Non-EU other,0,0,0,0,0
10007783,University of Aberdeen,D,26,Modern Languages and Linguistics,,,Total income,145265,172364,160265,159851,1118958
10007783,University of Aberdeen,D,27,English Language and Literature,,,"BEIS Research Councils, The Royal Society, British Academy and The Royal Society of Edinburgh",80491,88862,44816,56205,393436
10007783,University of Aberdeen,D,27,English Language and Literature,,,UK-based charities (open competitive process),27209,2120,17618,16774,117419
10007783,University of Aberdeen,D,27,English Language and Literature,,,UK-based charities (other),26194,29250,66948,55740,390186
10007783,University of Aberdeen,D,27,English Language and Literature,,,"UK central government bodies/local authorities, health and hospital authorities",0,13760,400,2251,15762
10007783,University of Aberdeen,D,27,English Language and Literature,,,UK central government tax credits for research and development expenditure,0,0,0,0,0
10007783,University of Aberdeen,D,27,English Language and Literature,,,"UK industry, commerce and public corporations",2787,1553,2195,2188,15318
10007783,University of Aberdeen,D,27,English Language and Literature,,,UK other sources,-290,-179,1147,752,5269
10007783,University of Aberdeen,D,27,English Language and Literature,,,EU government bodies,0,116056,27626,36312,254186
10007783,University of Aberdeen,D,27,English Language and Literature,,,EU-based charities (open competitive process),0,0,0,0,0
10007783,University of Aberdeen,D,27,English Language and Literature,,,"EU industry, commerce and public corporations",0,0,0,0,0
10007783,University of Aberdeen,D,27,English Language and Literature,,,EU (excluding UK) other,0,0,0,0,0
10007783,University of Aberdeen,D,27,English Language and Literature,,,Non-EU-based charities (open competitive process),0,0,0,0,0
10007783,University of Aberdeen,D,27,English Language and Literature,,,Non-EU industry commerce and public corporations,0,0,0,0,0
10007783,University of Aberdeen,D,27,English Language and Literature,,,Non-EU other,0,0,0,0,0
10007783,University of Aberdeen,D,27,English Language and Literature,,,Total income,136391,251422,160752,170225,1191576
10007783,University of Aberdeen,D,28,History,,,"BEIS Research Councils, The Royal Society, British Academy and The Royal Society of Edinburgh",107431,167498,148232,145155,1016089
10007783,University of Aberdeen,D,28,History,,,UK-based charities (open competitive process),24364,15602,114970,87831,614819
10007783,University of Aberdeen,D,28,History,,,UK-based charities (other),160195,118087,49004,74757,523304
10007783,University of Aberdeen,D,28,History,,,"UK central government bodies/local authorities, health and hospital authorities",0,16888,31313,24779,173455
10007783,University of Aberdeen,D,28,History,,,UK central government tax credits for research and development expenditure,0,7058,4183,3996,27975
10007783,University of Aberdeen,D,28,History,,,"UK industry, commerce and public corporations",0,0,5544,3960,27722
10007783,University of Aberdeen,D,28,History,,,UK other sources,34,-129,371,252,1764
10007783,University of Aberdeen,D,28,History,,,EU government bodies,0,0,5332,3809,26663
10007783,University of Aberdeen,D,28,History,,,EU-based charities (open competitive process),0,0,0,0,0
10007783,University of Aberdeen,D,28,History,,,"EU industry, commerce and public corporations",611,0,0,87,611
10007783,University of Aberdeen,D,28,History,,,EU (excluding UK) other,0,0,0,0,0
10007783,University of Aberdeen,D,28,History,,,Non-EU-based charities (open competitive process),0,0,0,0,0
10007783,University of Aberdeen,D,28,History,,,Non-EU industry commerce and public corporations,9648,564,0,1458,10212
10007783,University of Aberdeen,D,28,History,,,Non-EU other,0,0,4550,3250,22751
10007783,University of Aberdeen,D,28,History,,,Total income,302283,325568,363502,349337,2445365
10007783,University of Aberdeen,D,30,Philosophy,,,"BEIS Research Councils, The Royal Society, British Academy and The Royal Society of Edinburgh",146391,131124,23654,56541,395787
10007783,University of Aberdeen,D,30,Philosophy,,,UK-based charities (open competitive process),66314,61541,27663,38024,266174
10007783,University of Aberdeen,D,30,Philosophy,,,UK-based charities (other),913,1300,1567,1435,10050
10007783,University of Aberdeen,D,30,Philosophy,,,"UK central government bodies/local authorities, health and hospital authorities",0,5335,155,873,6111
10007783,University of Aberdeen,D,30,Philosophy,,,UK central government tax credits for research and development expenditure,0,0,0,0,0
10007783,University of Aberdeen,D,30,Philosophy,,,"UK industry, commerce and public corporations",0,0,200,142,1000
10007783,University of Aberdeen,D,30,Philosophy,,,UK other sources,-112,-69,-874,-650,-4554
10007783,University of Aberdeen,D,30,Philosophy,,,EU government bodies,97990,359,4427,17212,120485
10007783,University of Aberdeen,D,30,Philosophy,,,EU-based charities (open competitive process),0,0,0,0,0
10007783,University of Aberdeen,D,30,Philosophy,,,"EU industry, commerce and public corporations",0,0,0,0,0
10007783,University of Aberdeen,D,30,Philosophy,,,EU (excluding UK) other,0,0,0,0,0
10007783,University of Aberdeen,D,30,Philosophy,,,Non-EU-based charities (open competitive process),0,0,0,0,0
10007783,University of Aberdeen,D,30,Philosophy,,,Non-EU industry commerce and public corporations,0,0,0,0,0
10007783,University of Aberdeen,D,30,Philosophy,,,Non-EU other,0,0,0,0,0
10007783,University of Aberdeen,D,30,Philosophy,,,Total income,311496,199590,56793,113579,795053
10007783,University of Aberdeen,D,31,Theology and Religious Studies,,,"BEIS Research Councils, The Royal Society, British Academy and The Royal Society of Edinburgh",90448,72378,31579,45817,320722
10007783,University of Aberdeen,D,31,Theology and Religious Studies,,,UK-based charities (open competitive process),41833,5526,870,7387,51712
10007783,University of Aberdeen,D,31,Theology and Religious Studies,,,UK-based charities (other),108280,122150,75379,86761,607328
10007783,University of Aberdeen,D,31,Theology and Religious Studies,,,"UK central government bodies/local authorities, health and hospital authorities",65808,62179,14530,28662,200637
10007783,University of Aberdeen,D,31,Theology and Religious Studies,,,UK central government tax credits for research and development expenditure,0,0,0,0,0
10007783,University of Aberdeen,D,31,Theology and Religious Studies,,,"UK industry, commerce and public corporations",0,0,0,0,0
10007783,University of Aberdeen,D,31,Theology and Religious Studies,,,UK other sources,64053,1072,142,9405,65836
10007783,University of Aberdeen,D,31,Theology and Religious Studies,,,EU government bodies,0,0,5116,3654,25584
10007783,University of Aberdeen,D,31,Theology and Religious Studies,,,EU-based charities (open competitive process),0,0,0,0,0
10007783,University of Aberdeen,D,31,Theology and Religious Studies,,,"EU industry, commerce and public corporations",0,0,0,0,0
10007783,University of Aberdeen,D,31,Theology and Religious Studies,,,EU (excluding UK) other,0,0,0,0,0
10007783,University of Aberdeen,D,31,Theology and Religious Studies,,,Non-EU-based charities (open competitive process),0,43827,11396,14401,100809
10007783,University of Aberdeen,D,31,Theology and Religious Studies,,,Non-EU industry commerce and public corporations,0,0,0,0,0
10007783,University of Aberdeen,D,31,Theology and Religious Studies,,,Non-EU other,0,0,0,0,0
10007783,University of Aberdeen,D,31,Theology and Religious Studies,,,Total income,370422,307132,139014,196089,1372628
10007783,University of Aberdeen,D,33,"Music, Drama, Dance, Performing Arts, Film and Screen Studies",,,"BEIS Research Councils, The Royal Society, British Academy and The Royal Society of Edinburgh",22890,22387,26372,25305,177137
10007783,University of Aberdeen,D,33,"Music, Drama, Dance, Performing Arts, Film and Screen Studies",,,UK-based charities (open competitive process),3940,8895,4055,4730,33111
10007783,University of Aberdeen,D,33,"Music, Drama, Dance, Performing Arts, Film and Screen Studies",,,UK-based charities (other),55261,48985,94361,82293,576054
10007783,University of Aberdeen,D,33,"Music, Drama, Dance, Performing Arts, Film and Screen Studies",,,"UK central government bodies/local authorities, health and hospital authorities",2786,6520,10596,8898,62286
10007783,University of Aberdeen,D,33,"Music, Drama, Dance, Performing Arts, Film and Screen Studies",,,UK central government tax credits for research and development expenditure,0,0,0,0,0
10007783,University of Aberdeen,D,33,"Music, Drama, Dance, Performing Arts, Film and Screen Studies",,,"UK industry, commerce and public corporations",0,0,199,142,995
10007783,University of Aberdeen,D,33,"Music, Drama, Dance, Performing Arts, Film and Screen Studies",,,UK other sources,-137,-85,378,238,1672
10007783,University of Aberdeen,D,33,"Music, Drama, Dance, Performing Arts, Film and Screen Studies",,,EU government bodies,0,3114,5128,4107,28754
10007783,University of Aberdeen,D,33,"Music, Drama, Dance, Performing Arts, Film and Screen Studies",,,EU-based charities (open competitive process),0,0,0,0,0
10007783,University of Aberdeen,D,33,"Music, Drama, Dance, Performing Arts, Film and Screen Studies",,,"EU industry, commerce and public corporations",0,0,0,0,0
10007783,University of Aberdeen,D,33,"Music, Drama, Dance, Performing Arts, Film and Screen Studies",,,EU (excluding UK) other,0,0,0,0,0
10007783,University of Aberdeen,D,33,"Music, Drama, Dance, Performing Arts, Film and Screen Studies",,,Non-EU-based charities (open competitive process),0,0,0,0,0
10007783,University of Aberdeen,D,33,"Music, Drama, Dance, Performing Arts, Film and Screen Studies",,,Non-EU industry commerce and public corporations,31189,0,0,4455,31189
10007783,University of Aberdeen,D,33,"Music, Drama, Dance, Performing Arts, Film and Screen Studies",,,Non-EU other,0,0,0,0,0
10007783,University of Aberdeen,D,33,"Music, Drama, Dance, Performing Arts, Film and Screen Studies",,,Total income,115929,89816,141090,130171,911198
10007849,Abertay University,A,3,"Allied Health Professions, Dentistry, Nursing and Pharmacy",,,"BEIS Research Councils, The Royal Society, British Academy and The Royal Society of Edinburgh",-2374,0,6701,4447,31131
10007849,Abertay University,A,3,"Allied Health Professions, Dentistry, Nursing and Pharmacy",,,UK-based charities (open competitive process),144962,150967,18602,55562,388939
10007849,Abertay University,A,3,"Allied Health Professions, Dentistry, Nursing and Pharmacy",,,UK-based charities (other),0,0,23866,17047,119330
